business_status,formatted_address,name,place_id,rating,types,latitude,longitude,state
OPERATIONAL,"Mariano Abasolo 3690, Pueblo Nuevo, 23060 La Paz, B.C.S., Mexico",BBVA,ChIJ601y67QsroYRNeiA3ueaBo8,2.6,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",24.1434996,-110.3324226,Baja California Sur
OPERATIONAL,"Blvd. Forjadores 4260, Instituto Tecnológico Regional, 23050 La Paz, B.C.S., Mexico",BBVA Bancomer LA PAZ SOUTHWEST,ChIJUTtSZCHTr4YR4MZ8al_q1sU,3.3,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",24.1248713,-110.3113868,Baja California Sur
OPERATIONAL,"Álvaro Obregón, Calle 5 S/N, Centro, 23920 Santa Rosalía, B.C.S., Mexico",BBVA,ChIJeQCOXPbCyoYRb2MRhJfMg0k,3.9,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",27.3361151,-112.2698764,Baja California Sur
OPERATIONAL,"Isabel La Católica 1820, Zona Central, 23020 La Paz, B.C.S., Mexico",BBVA,ChIJeeH3qEHTr4YRlFFFqV4Weis,3.7,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",24.1502684,-110.306124,Baja California Sur
OPERATIONAL,"Blvd, Luis Donaldo Colosio, Las Garzas, 23079 La Paz, B.C.S., Mexico",BBVA,ChIJ-xi3IDLTr4YRsJnrRiaUw7E,3.0,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",24.1309208,-110.325108,Baja California Sur
OPERATIONAL,"16 de Septiembre 38, Zona Central, 23000 La Paz, B.C.S., Mexico",BBVA,ChIJ8wADYFjTr4YRfxgNB2bXOt8,4.4,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",24.1631078,-110.3159894,Baja California Sur
OPERATIONAL,"BLV. Benito Juarez 7 0TE, Ciudad Insurgentes, 23700 Comondú, B.C.S., Mexico",Cajero Banorte,ChIJD4lUIzBWtIYRhRKHcPpD9FI,0.0,"['atm', 'finance', 'point_of_interest', 'establishment']",26.0707889,-111.8442001,Baja California Sur
OPERATIONAL,"Calle General Martinez y Zaragoza S/N, Centro, 23900 Heroica Mulegé, B.C.S., Mexico",BBVA Mulege,ChIJd6_hO3aCyoYRwWLGa7w1N64,5.0,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",26.8909146,-111.9840443,Baja California Sur
OPERATIONAL,"Colima, Pueblo Nuevo, 23060 La Paz, B.C.S., Mexico",Atm/Cajero BBVA Cc Californiano,ChIJgdrl0rQsroYRpHQYMsmKpBI,0.0,"['atm', 'finance', 'point_of_interest', 'establishment']",24.1431,-110.331,Baja California Sur
OPERATIONAL,"Calle Ignacio Zaragoza, Centro, 23400 San José del Cabo, B.C.S., Mexico",BBVA,ChIJ88Pcop1Qr4YR_PEhLw9tklY,2.8,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",23.06171,-109.6965258,Baja California Sur
OPERATIONAL,"Blvd. Constituyentes 1311, El Arenal, 23410 Cabo San Lucas, B.C.S., Mexico",BBVA Cabo San Lucas Constituyentes,ChIJHz6Hm1dKr4YRa94G3k2d230,2.0,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",22.9004613,-109.9136766,Baja California Sur
OPERATIONAL,"Área Ah, 24014 Campeche, Mexico",BBVA Bancomer HEADQUARTERS,ChIJi2-mUvgz-IURO7s87Pr9JvI,2.9,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",19.8507024,-90.5334535,Campeche
OPERATIONAL,"Av Cto Baluartes 100, Zona Centro, 24000 Campeche, Camp., Mexico",BBVA Bancomer MARKET,ChIJbWRNxvoz-IURlZHYWkoNyrY,2.3,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",19.8425739,-90.5339522,Campeche
OPERATIONAL,"Av Patricio Trueba de Regil S/N, Tepeyac, 24096 Campeche, Camp., Mexico",BBVA,ChIJLafaltsz-IURmy0JfDaTvFQ,4.1,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",19.8227065,-90.53202569999999,Campeche
OPERATIONAL,"Bodega Aurrera, Av Gobernadores 201, Aviación, 24070 Campeche, Camp., Mexico",ATM / CASHIER BANCOMER BOD AURRERA CAMPECHE,ChIJw1-wU08x-IURRnE8jUU8ZFo,4.5,"['atm', 'finance', 'point_of_interest', 'establishment']",19.8417235,-90.5119816,Campeche
OPERATIONAL,"Calle 18 S/N, Zona Centro, 24000 Campeche, Camp., Mexico",Afore Bbva Bancomer,ChIJQWmz8KPGJIQRUXAsIpeQb70,0.0,"['bank', 'finance', 'point_of_interest', 'establishment']",19.8425781,-90.5339984,Campeche
OPERATIONAL,"Álvaro barret 3, Ah-kim-Pech, 24000 Campeche, Camp., Mexico",Bbva Bancomer,ChIJcQwe1_kz-IUR5TqEIoxZx84,4.0,"['bank', 'finance', 'point_of_interest', 'establishment']",19.850202,-90.5348491,Campeche
OPERATIONAL,"Av López Portillo, Internacional Ingeneiro Alberto Acuña Ongay, Campeche, Camp., Mexico",Atm/Cajero BBVA Aeropuerto De Campeche277,ChIJL8Y_Wwwx-IURb20yqDW2eow,5.0,"['atm', 'finance', 'point_of_interest', 'establishment']",19.8140992,-90.5037837,Campeche
OPERATIONAL,"Pedro Sainz de Baranda 139, Área Ah, 24014 Campeche, Camp., Mexico",BBVA,ChIJdXjXoqs2-IUR_Wk7aC9G1L0,5.0,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",19.8568216,-90.52238559999999,Campeche
OPERATIONAL,"Marí Lavalle Urbina, San Francisco, 24010 Campeche, Camp., Mexico",BBVA Bancomer,ChIJqe3_DAA0-IURG6Paw204PUQ,0.0,"['atm', 'finance', 'point_of_interest', 'establishment']",19.8542399,-90.5268447,Campeche
OPERATIONAL,"Av Gobernadores 418, Barrio de Sta Ana, 24050 Campeche, Camp., Mexico",Atm/Cajero BBVA Chedraui Campeche,ChIJoTCnuVcx-IUR3lmxU-82RFg,4.0,"['atm', 'finance', 'point_of_interest', 'establishment']",19.8438,-90.5244,Campeche
OPERATIONAL,"11, Pedro Sainz de Baranda 139, Área Ah, 24014 Campeche, Camp., Mexico",Cajero Bancomer,ChIJMxYivas2-IURG2eCDZjcXW0,4.7,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",19.8574672,-90.5223642,Campeche
OPERATIONAL,"Av. Alvaro Obregon 443, Barrio de Sta Lucía, 24020 Campeche, Camp., Mexico",Atm/Cajero BBVA Chedraui Campeche Ii,ChIJc-cgwy0x-IURO03V4lpwDvY,5.0,"['atm', 'finance', 'point_of_interest', 'establishment']",19.8488234,-90.4954195,Campeche
OPERATIONAL,"Av. María Lavalle Urbina 436, Área Ah, 24014 Campeche, Camp., Mexico",BBVA Bancomer,ChIJQXsUCCsz-IURWQM6WE5jCu0,0.0,"['bank', 'finance', 'point_of_interest', 'establishment']",19.8507768,-90.5332924,Campeche
OPERATIONAL,"Av López Mateos 479, Barrio de San José, 24040 Campeche, Camp., Mexico",Atm/Cajero BBVA Victor Fdo May Olvera1983,ChIJncSRSpQz-IURx2nycmFKrmo,3.3,"['atm', 'finance', 'point_of_interest', 'establishment']",19.8329761,-90.5478218,Campeche
OPERATIONAL,"Av. Lázaro Cárdenas, Campeche, Camp., Mexico",Atm/Cajero BBVA Hosp Alta Especialidad1278,ChIJvxN1Dn0x-IURQ2HDVpGUEoo,5.0,"['atm', 'finance', 'point_of_interest', 'establishment']",19.8149646,-90.5243933,Campeche
OPERATIONAL,"Eje 1 S/N, El Relicario, 29286 San Cristóbal de las Casas, Chis., Mexico",BBVA,ChIJOUqo2GhF7YUR1KY8mM40DDU,2.5,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",16.7203343,-92.64269499999999,Chiapas
OPERATIONAL,"C. Guadalupe Victoria 10, Centro, Zona Centro, 29200 San Cristóbal de las Casas, Chis., Mexico",BBVA,ChIJzTmuHxZF7YUROMAH4fik1uQ,3.7,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",16.7372055,-92.6392953,Chiapas
OPERATIONAL,"Av Central Nte 13, Centro, 30400 Cintalapa, Chis., Mexico",BBVA,ChIJ9yoErt2n7IURZwMLApc-q5s,3.3,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",16.3649631,-92.36955259999999,Chiapas
OPERATIONAL,"Blvd, Central Nte. 122, Nicalocok, 30068 Comitán de Domínguez, Chis., Mexico",BBVA,ChIJxbwz2lI_jYURwwQG7PSiLxA,3.4,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",16.2579508,-92.1428433,Chiapas
OPERATIONAL,"Primera Avenida Ote. Sur 2, Centro, 30000 Comitán de Domínguez, Chis., Mexico",BBVA Ofna. Principal Comitán,ChIJk4DgGbA4jYURmwdKGu-4cIw,4.5,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",16.2521768,-92.1345814,Chiapas
OPERATIONAL,"Blvd. Sur Dr. Blisario Domínguez 8, Candelaria, 30000 Comitán de Domínguez, Chis., Mexico",ATM / CASHIER BANCOMER SUC BOULEVARD COMITAN,ChIJnXoyQqk4jYURCbBhPONXCtU,4.5,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",16.248415,-92.1411552,Chiapas
OPERATIONAL,"Luis Donaldo Colosio no.12, Centro, 29200 San Cristóbal de las Casas, Chis., Mexico",BBVA Ofna. Principal San Cristóbal,ChIJ6bDX5j1F7YURTg0WtF8Fw6c,2.5,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",16.7480398,-92.6298963,Chiapas
OPERATIONAL,"Comitán de Domínguez -Ciudad Cuauhtémoc, Latino América, 30068 Comitán de Domínguez, Chis., Mexico",Atm/Cajero BBVA Suc Comitan C Abastos1642,ChIJxbwz2lI_jYURzB2X-1WBNgY,3.5,"['atm', 'finance', 'point_of_interest', 'establishment']",16.2406,-92.1373,Chiapas
OPERATIONAL,"Av Julián Grajales 5, San Jacinto, 29160 Chiapa de Corzo, Chis., Mexico",BBVA,ChIJzQ2iC_4l7YUR9kvAM4txiMk,3.2,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",16.7076396,-93.0161834,Chiapas
OPERATIONAL,"Primera Avenida Ote. Nte., Centro, 30000 Comitán de Domínguez, Chis., Mexico",Atm/Cajero BBVA Ofna Principal Comitan923,ChIJk4DgGbA4jYURy78dyQS1H2s,0.0,"['atm', 'finance', 'point_of_interest', 'establishment']",16.252099,-92.13459999999999,Chiapas
OPERATIONAL,"Av Central Pte 314, Santo Domingo, 29000 Tuxtla Gutiérrez, Chis., Mexico",BBVA Bancomer CENTER Tuxtla Gutierrez,ChIJaSvKTfPY7IUROO7523A6hIs,3.4,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",16.7541594,-93.1180297,Chiapas
OPERATIONAL,"Blvd. Belisario Domínguez 1625, La Lomita, 29060 Tuxtla Gutiérrez, Chis., Mexico",BBVA,ChIJpUXgy_vY7IURZWPqi6xX-U8,3.8,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",16.7539717,-93.13048909999999,Chiapas
OPERATIONAL,"Los Girasoles, Norte, 29950 Ocosingo chis, Chiapas, Mexico",Atm/Cajero BBVA Municipio De Ocosingo153,ChIJca1-r3Dq8oURqaSHi81KgGo,3.3,"['atm', 'finance', 'point_of_interest', 'establishment']",16.9133029,-92.0932247,Chiapas
OPERATIONAL,"9a. Sur Ote. No.783, Asamblea de barrio, Centro, 29070 Tuxtla Gutiérrez, Chis., Mexico",BBVA,ChIJX1e_WmLY7IURn1Dd8bEo-go,3.8,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",16.7452223,-93.1109199,Chiapas
OPERATIONAL,"Blvd. Belisario Domínguez 1861, Samuel León Brindis, 29058 Tuxtla Gutiérrez, Chis., Mexico",BBVA,ChIJCSRsHQ_Z7IURKt3SCserDAk,3.6,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",16.7541318,-93.1381701,Chiapas
OPERATIONAL,"E. Zapata, Bienestar Soc, 29077 Tuxtla Gutiérrez, Chis., Mexico",BBVA,ChIJB1ystngn7YUREUnYG4TeV38,3.1,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",16.7487241,-93.0923961,Chiapas
OPERATIONAL,"Blvd Andres Serra Rojo 250, El Retiro, 29040 Tuxtla Gutiérrez, Chis., Mexico",BBVA Tuxtla Soriana Oriente,ChIJf2kJkXUn7YURve_z398Rk1U,2.5,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",16.7483704,-93.0813319,Chiapas
OPERATIONAL,"Plaza Las Américas, 5a. Nte. Pte. 2651, 29030 Tuxtla Gutiérrez, Chis., Mexico",BBVA,ChIJFV_LTxzZ7IUR9vCATpfRCsU,4.3,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",16.7630121,-93.1413839,Chiapas
OPERATIONAL,"Primera Pte. Nte. S/N, Centro, 29930 Yajalón, Chis., Mexico",BBVA,ChIJo0Hn5tCF8oURHAELbVqGraI,4.1,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",17.1745548,-92.3339805,Chiapas
OPERATIONAL,"Central Sur, Nevelandia, 30140 Frontera Comalapa, Chis., Mexico",BBVA,ChIJk3cG7wuijYURkWbv1w5fX0s,2.8,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",15.6592371,-92.1408955,Chiapas
OPERATIONAL,"Avenida Universidad 3117, Universidad, 31203 Chihuahua, Chih., Mexico",BBVA Chihuahua Universidad,ChIJVQAJNhRD6oYRs3uTmC9UB4c,3.8,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",28.657594,-106.0928747,Chihuahua
OPERATIONAL,"Av. Independencia 601, Zona Centro, 31000 Chihuahua, Chih., Mexico",BBVA Chihuahua Independencia,ChIJj90tblJD6oYRdDQPippTG64,3.3,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",28.6360687,-106.0752697,Chihuahua
OPERATIONAL,"Av José María Iglesias s/n, Panorámico, 31107 Chihuahua, Chih., Mexico",BBVA Chihuahua Jose Maria Iglesias,ChIJ2VqWmwJD6oYRJlRZZCW7K10,4.0,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",28.664764,-106.1104661,Chihuahua
OPERATIONAL,"Av Cristobal Colón 14545, Paseos de Chihuahua, 31125 Chihuahua, Chih., Mexico",BBVA,ChIJ6QqY6h9C6oYREyZksqKZ9OY,3.0,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",28.7142636,-106.1359891,Chihuahua
OPERATIONAL,"Av. Mirador 3300, Virreyes, Campestre-Lomas, 31237 Chihuahua, Chih., Mexico",BBVA,ChIJbbLCfiVD6oYRYFtk2Gb0OZM,3.3,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",28.6414111,-106.1026503,Chihuahua
OPERATIONAL,"Blvrd Antonio Ortiz Mena 206, San Felipe V Etapa, 31240 Chihuahua, Chih., Mexico",BBVA Chihuahua Mall,ChIJXw45sjxD6oYRborYo--wTLk,3.2,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",28.6472522,-106.0993641,Chihuahua
OPERATIONAL,"Periferico, Ortiz Mena 2823, Quintas del Sol, 31250 Chihuahua, Chih., Mexico",BBVA Lomas Campestres,ChIJo_G8qDJD6oYRbNxNEuY0Xy0,2.9,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",28.6302427,-106.0988919,Chihuahua
OPERATIONAL,"Blvd. Jose Fuentes Mares 1901, Nueva España I y II, 31063 Chihuahua, Chih., Mexico",BBVA,ChIJuw_9Uztb6oYR92AedfyZgN0,2.3,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",28.6210299,-106.0292505,Chihuahua
OPERATIONAL,"Av. Benito Juárez 3115, Zona Centro, 31000 Chihuahua, Chih., Mexico",BBVA Chihuahua Centro,ChIJxzbsu1lD6oYRa8C1zrf3yQI,2.9,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",28.6462,-106.0688357,Chihuahua
OPERATIONAL,"Vialidad Los Nogales 1301, Atanasio Ortega, 31137 Chihuahua, Chih., Mexico",BBVA,ChIJK-90WpBB6oYRZCFcj1o52fg,3.6,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",28.7310086,-106.1257041,Chihuahua
OPERATIONAL,"J. de La Luz Corral 1700, Santo Niño, 31200 Chihuahua, Chih., Mexico",BBVA Chihuahua Universidad,ChIJTybdIkRD6oYREHV2KhgmZPY,3.3,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",28.6469298,-106.080781,Chihuahua
OPERATIONAL,"Av. Cuauhtémoc 3201, Cuauhtémoc, 31000 Chihuahua, Chih., Mexico",BBVA Chihuahua Zarco,ChIJzb03B7Vc6oYR0AD8wq3rCZQ,3.6,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",28.6283835,-106.0847079,Chihuahua
OPERATIONAL,"Av. Vallarta y, Catalpa Loc. 1, Las Granjas, 31160 Chihuahua, Chih., Mexico",BBVA Vallarta Chihuahua,ChIJBzHauQdD6oYRPtPHPPhVwSk,3.1,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",28.6722338,-106.1009192,Chihuahua
OPERATIONAL,"Av. de las Américas 108, San Felipe I Etapa, 31203 Chihuahua, Chih., Mexico",BBVA,ChIJ6f5PMhpD6oYRT6O_TinJ-10,3.6,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",28.6580306,-106.1021917,Chihuahua
OPERATIONAL,"Num. 11377, Calle Industrias, 31136 Chihuahua, Chih., Mexico",BBVA Sendero Chihuahua,ChIJ6V75kAVB6oYRAl79hcwyhyw,4.4,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",28.7229535,-106.1128875,Chihuahua
OPERATIONAL,"Calle Francisco Xavier Mina 2201, Santa Rita, 31020 Chihuahua, Chih., Mexico",BBVA Bancomer Chihuahua Santa Rita,ChIJkxZHv61c6oYRWbd3cJna08E,2.6,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",28.6252442,-106.0755641,Chihuahua
OPERATIONAL,"Av Francisco Villa 3000, Zona Sin Asignación de Nombre de Colonia, 31110 Chihuahua, Chih., Mexico",BBVA Chihuahua Saucito,ChIJZ1dXW_FC6oYRghC8FlW_A1s,2.8,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",28.665525,-106.126672,Chihuahua
OPERATIONAL,"Sierra Campaña, Av. Hacienda del Valle SN, Haciendas Sta Fe, 31216 Chihuahua, Chih., Mexico",BBVA,ChIJNbsQzSxd6oYRb-7cgFJl42Q,2.9,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",28.6267338,-106.1130598,Chihuahua
OPERATIONAL,"Trasviña y Retes s/n, San Felipe I Etapa, Chihuahua, Chih., Mexico",BBVA Bancomer,ChIJC5oVszxD6oYR5Den1-4OKVQ,5.0,"['bank', 'finance', 'point_of_interest', 'establishment']",28.647212,-106.0992158,Chihuahua
OPERATIONAL,"Calle San Miguel el Grande 15301, Quintas Sebastián, 31125 Chihuahua, Chih., Mexico",BBVA,ChIJea4L8MFD6oYRkXE0msMVJQg,2.7,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",28.7118122,-106.1513025,Chihuahua
OPERATIONAL,"Francisco Y, Francisco I. Madero 125, Centro, 25500 San Buenaventura, Coah., Mexico",BBVA,ChIJweJKqPLHi4YRWdzSEOjXGNo,4.5,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",27.0605043,-101.5469969,Coahuila de Zaragoza
OPERATIONAL,"Cuauhtémoc 200, Zona Centro, 25600 Frontera, Coah., Mexico",BBVA,ChIJCZJLx2jOi4YRSxdx7_pWPlY,3.1,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",26.9272609,-101.4513689,Coahuila de Zaragoza
OPERATIONAL,"Venustiano Carranza 500, Centro, 25700 Monclova, Coah., Mexico",BBVA,ChIJR7PFoPbNi4YRDWT8z5lvvK4,3.4,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",26.9014412,-101.4166731,Coahuila de Zaragoza
OPERATIONAL,"Pdte. Benito Juárez 309, Norte Centro, 26340 Santa Rosa de Múzquiz, Coah., Mexico",BBVA Múzquiz,ChIJu9B_MjEji4YRmzgvJmWTtoI,4.7,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",27.8790104,-101.5169452,Coahuila de Zaragoza
OPERATIONAL,"Blvd Harold R. Pape 1300, Palma, 25730 Monclova, Coah., Mexico",ATM / CASHIER BANCOMER SUC GALERIAS,ChIJb6ZQmefNi4YRoO9vW8Q7yzA,2.3,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",26.9188823,-101.4241339,Coahuila de Zaragoza
